trr_rd_no,statute,description,subject_no,trr_report_id
JA342939,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19506473.0,103821
JA342939,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19506473.0,103821
JA342939,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19506473.0,103821
JA342939,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19506473.0,103821
JA342939,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19506473.0,103822
JA342939,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19506473.0,103822
JA342939,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19506473.0,103822
JA342939,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19506473.0,103822
JA343074,625 ILCS 5.0/11-404-A,FAIL NOTIFY DMG/UNATTENDED VEH,19506547.0,103823
JA343074,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19506547.0,103823
JA343074,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19506547.0,103823
JA343074,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19506547.0,103823
JA343074,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19506547.0,103823
JA343074,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19506547.0,103823
JA344383,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/FIR LOADED/NO FOID,19506965.0,103826
JA344383,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19506965.0,103826
JA344383,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/FIR LOADED/NO FOID,19506965.0,103827
JA344383,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19506965.0,103827
JA344307,625 ILCS 5.0/11-204.1-A-2,IVC - AGGRAVATED FLEEING/BODILY INJURY,19507139.0,103828
JA344307,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19507139.0,103828
JA344307,625 ILCS 5.0/3-707-A-5,UNINSURED MTR VEH,19507139.0,103828
JA344307,625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,19507139.0,103828
JA344307,625 ILCS 5.0/6-101,UNLICENSED,19507139.0,103828
JA344307,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19507139.0,103828
JA344307,720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,19507139.0,103828
JA344307,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/FIR LOADED/NO FOID,19507139.0,103828
JA344307,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19507139.0,103828
JA344307,9-40-140,NEGLIGENT DRIVING,19507139.0,103828
JA345523,720 ILCS 550.0/4-C,POSS CAN/>30-100 GRAM/1ST,19457327.0,103830
JA345523,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19457327.0,103830
JA345523,720 ILCS 600.0/3.5-A,PCS - DRUG PARAPHERNALIA - POSSESS,19457327.0,103830
JA345634,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19507393.0,103831
JA345634,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19507393.0,103831
JA345634,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19507393.0,103832
JA345634,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19507393.0,103832
JA345634,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19507393.0,103833
JA345634,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19507393.0,103833
JA345672,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,1950742.0,103834
JA345672,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,1950742.0,103834
JA345672,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,1950742.0,103834
JA345672,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,1950742.0,103834
JA345672,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,1950742.0,103834
JA345617,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,1950737.0,103836
JA345617,720 ILCS 550.0/5-D,CANNABIS - MFG/DEL - 30-500 GRMS,1950737.0,103836
JA345684,4-144-190,REPLICA FIREARMS/PELLET GUNS,19507444.0,103837
JA345684,430 ILCS 65.0/2-A-1,FIREARM W/O VALID FOID/ELIG,19507444.0,103837
JA345684,7-24-099-A,POSSESSION OF CANNABIS UP TO 15 GRAMS,19507444.0,103837
JA345684,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19507444.0,103837
JA345684,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19507444.0,103837
JA345684,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19507444.0,103837
JA345684,4-144-190,REPLICA FIREARMS/PELLET GUNS,19507444.0,103838
JA345684,430 ILCS 65.0/2-A-1,FIREARM W/O VALID FOID/ELIG,19507444.0,103838
JA345684,7-24-099-A,POSSESSION OF CANNABIS UP TO 15 GRAMS,19507444.0,103838
JA345684,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19507444.0,103838
JA345684,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19507444.0,103838
JA345684,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19507444.0,103838
JA345790,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19507486.0,103839
JA345790,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,19507486.0,103839
JA345790,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19507486.0,103839
JA345790,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19507486.0,103839
JA345894,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19507557.0,103840
JA345894,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19507557.0,103840
JA345894,720 ILCS 5.0/10-2-A-3,AGG KIDNAPING-INFLICT HARM,19507997.0,103841
JA345894,720 ILCS 5.0/11-1.20-A-1,CRIM SEX ASSAULT/FORCE,19507997.0,103841
JA345894,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19507997.0,103841
JA345894,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19507997.0,103841
JA346143,720 ILCS 5.0/24-1-A-10,CARRY/POSS FIREARM PUBLIC/SCH,19507622.0,103842
JA346143,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19507622.0,103842
JA346143,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19507622.0,103842
JA346143,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19507622.0,103842
JA346143,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19507622.0,103842
JA346498,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19507310.0,103843
JA346985,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19507925.0,103845
JA347194,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19507995.0,103846
JA347194,720 ILCS 5.0/16-2,THEFT LOST/MISLAID/PROP/$500-$10K,19507995.0,103846
JA347194,720 ILCS 5.0/18-1-A,ROBBERY,19507995.0,103846
JA347194,720 ILCS 5.0/18-1-B-1,ROBBERY - AGG ROBBERY/INDICATE ARM W/FIR ,19507995.0,103846
JA347194,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19507995.0,103846
JA347654,10-8-480,REFUSE - LITTER/ LIQUIDS ON PUB. WAY/WATER WAY,19508149.0,103847
JA347654,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508149.0,103847
JA347988,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19508222.0,103849
JA347988,8-24-020,SALE OR POSSESSION OF DEADLY WEAPON,19508222.0,103849
JA347991,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19508276.0,103850
JA347991,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19508276.0,103850
JA347991,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19508276.0,103850
JA347991,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508276.0,103850
JA347991,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19508276.0,103850
JA347991,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19508276.0,103850
JA347991,9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",19508276.0,103850
JA347991,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19508233.0,103851
JA347991,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19508233.0,103851
JA347991,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19508233.0,103851
JA347991,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508233.0,103851
JA347991,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19508233.0,103851
JA347991,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19508233.0,103851
JA347991,9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",19508233.0,103851
JA348313,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19508389.0,103853
JA348313,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508389.0,103853
JA348313,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19508389.0,103854
JA348313,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508389.0,103854
JA348313,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19508389.0,103855
JA348313,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508389.0,103855
JA348313,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19508389.0,103856
JA348313,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508389.0,103856
JA348313,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19508389.0,103857
JA348313,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508389.0,103857
JA348309,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19508468.0,103858
JA348309,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19508468.0,103858
JA348309,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19508468.0,103858
JA348309,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508468.0,103858
JA348309,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19508467.0,103859
JA348309,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19508467.0,103859
JA348309,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19508467.0,103859
JA348309,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508467.0,103859
JA348421,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19508448.0,103860
JA348421,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508448.0,103860
JA348552,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19508250.0,103862
JA348552,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19508250.0,103862
JA348552,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19508250.0,103863
JA348552,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19508250.0,103863
JA348613,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19508573.0,103865
JA348613,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19508573.0,103865
JA348613,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508573.0,103865
JA348613,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19508573.0,103866
JA348613,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19508573.0,103866
JA348613,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508573.0,103866
JA349213,625 ILCS 5.0/3-707-A-5,UNINSURED MTR VEH,19508658.0,103867
JA349213,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19508658.0,103867
JA349213,625 ILCS 5.0/3-707-A-5,UNINSURED MTR VEH,19508658.0,103868
JA349213,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19508658.0,103868
JA349375,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19508789.0,103870
JA349375,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508789.0,103870
JA349375,720 ILCS 685.0/4-D,USE FALSE IDENTIFICATION CARD ,19508789.0,103870
JA349355,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19508804.0,103871
JA349355,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19508804.0,103872
JA349591,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19508893.0,103876
JA349668,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19508992.0,103877
JA349668,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508992.0,103877
JA349668,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508922.0,103878
JA349659,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19508923.0,103879
JA349659,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508923.0,103879
JA349659,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19508923.0,103879
JA349659,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19508923.0,103880
JA349659,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508923.0,103880
JA349659,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19508923.0,103880
JA349781,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19508993.0,103881
JA349781,625 ILCS 5.0/12-503-C,IVC - OBSTRUCT DRIVER'S VIEW/1ST&2ND,19508993.0,103881
JA349781,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19508993.0,103881
JA349781,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19508993.0,103881
JA349781,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508993.0,103881
JA349781,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19508993.0,103881
JA349781,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19508993.0,103882
JA349781,625 ILCS 5.0/12-503-C,IVC - OBSTRUCT DRIVER'S VIEW/1ST&2ND,19508993.0,103882
JA349781,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19508993.0,103882
JA349781,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19508993.0,103882
JA349781,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19508993.0,103882
JA349781,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19508993.0,103882
JA349523,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19508953.0,103883
JA349523,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19508953.0,103883
JA349523,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19508953.0,103884
JA349523,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19508953.0,103884
JA349820,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19509014.0,103885
JA349820,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19509014.0,103885
JA349820,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509014.0,103885
JA349820,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19509014.0,103886
JA349820,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19509014.0,103886
JA349820,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509014.0,103886
JA349820,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19509014.0,103887
JA349820,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19509014.0,103887
JA349820,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509014.0,103887
JA349853,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19509026.0,103888
JA349840,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19509043.0,103889
JA349890,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19509090.0,103890
JA349890,720 ILCS 5.0/24-3.1-A-2,UUW - UNLAWFUL POSSESS HANDGUN,19509090.0,103890
JA349890,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19509090.0,103891
JA349890,720 ILCS 5.0/24-3.1-A-2,UUW - UNLAWFUL POSSESS HANDGUN,19509090.0,103891
JA350200,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509138.0,103892
JA350200,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19509138.0,103892
JA350568,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,1950923.0,103893
JA350568,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,1950923.0,103893
JA350568,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,1950923.0,103893
JA350746,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19509292.0,103894
JA350746,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509292.0,103894
JA350746,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19509292.0,103894
JA350746,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19509292.0,103895
JA350746,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509292.0,103895
JA350746,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19509292.0,103895
JA350705,720 ILCS 5.0/12-5-A-1,RECKLESS CONDUCT/BODILY HARM,19509285.0,103896
JA350705,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERSON/LOADED FIREARM ,19509285.0,103896
JA350705,720 ILCS 5.0/12-5-A-1,RECKLESS CONDUCT/BODILY HARM,19509285.0,103897
JA350705,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERSON/LOADED FIREARM ,19509285.0,103897
JA350944,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19509406.0,103898
JA350944,720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/<$500,19509406.0,103898
JA350944,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19509406.0,103898
JA350944,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19509406.0,103899
JA350944,720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/<$500,19509406.0,103899
JA350944,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19509406.0,103899
JA350944,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19509406.0,103900
JA350944,720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/<$500,19509406.0,103900
JA350944,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19509406.0,103900
JA350934,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19509398.0,103901
JA350934,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19509398.0,103901
JA350934,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19509398.0,103902
JA350934,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19509398.0,103902
JA350944,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19509406.0,103903
JA350944,720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/<$500,19509406.0,103903
JA350944,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19509406.0,103903
JA350926,720 ILCS 5.0/12-5-A-1,RECKLESS CONDUCT/BODILY HARM,19509416.0,103904
JA350926,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509416.0,103904
JA350997,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19509447.0,103905
JA350997,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19509447.0,103905
JA350944,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19509406.0,103906
JA350944,720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/<$500,19509406.0,103906
JA350944,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19509406.0,103906
JA351079,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19509473.0,103907
JA351079,720 ILCS 5.0/26-1-A-1,DISORDERLY CONDUCT - BREACH OF PEACE,19509473.0,103907
JA350944,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19509406.0,103908
JA350944,720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/<$500,19509406.0,103908
JA350944,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19509406.0,103908
JA351206,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19509514.0,103909
JA351206,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509514.0,103909
JA351206,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19509514.0,103910
JA351206,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509514.0,103910
JA351580,625 ILCS 25.0/4,IVC - CHILD RESTRAINT VIOLATION - CHILD<8,19509619.0,103911
JA351580,625 ILCS 5.0/18B-103.1-A,DISOBEY POLICE OFFICER ORDER,19509619.0,103911
JA351580,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19509619.0,103911
JA351580,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19509619.0,103911
JA351580,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19509619.0,103911
JA351580,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509619.0,103911
JA351580,625 ILCS 25.0/4,IVC - CHILD RESTRAINT VIOLATION - CHILD<8,1950961.0,103912
JA351580,625 ILCS 5.0/18B-103.1-A,DISOBEY POLICE OFFICER ORDER,1950961.0,103912
JA351580,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,1950961.0,103912
JA351580,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,1950961.0,103912
JA351580,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,1950961.0,103912
JA351580,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,1950961.0,103912
JA351580,625 ILCS 25.0/4,IVC - CHILD RESTRAINT VIOLATION - CHILD<8,19509619.0,103913
JA351580,625 ILCS 5.0/18B-103.1-A,DISOBEY POLICE OFFICER ORDER,19509619.0,103913
JA351580,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19509619.0,103913
JA351580,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19509619.0,103913
JA351580,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19509619.0,103913
JA351580,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509619.0,103913
JA351580,625 ILCS 25.0/4,IVC - CHILD RESTRAINT VIOLATION - CHILD<8,19509619.0,103914
JA351580,625 ILCS 5.0/18B-103.1-A,DISOBEY POLICE OFFICER ORDER,19509619.0,103914
JA351580,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19509619.0,103914
JA351580,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19509619.0,103914
JA351580,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19509619.0,103914
JA351580,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509619.0,103914
JA352275,625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,19509840.0,103917
JA352275,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19509840.0,103917
JA352275,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19509840.0,103917
JA352275,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509840.0,103917
